stn;time;tnd30xy0;tre200yx;tre200yn;tre200y0;rre150y0;hto000y0;tnd20ny0;fu3010y0;w1pnd0y0;w2pnd2y0
SIO;1991;12;32.6;-13.3;9.7;533.6;0;0;9;-;12
SIO;1992;19;34.4;-8.6;10.2;720.3;0;0;8.6;-;8
SIO;1993;8;33.1;-11.3;10.2;619;0;0;9.4;-;7
SIO;1994;20;32.8;-8.5;11.1;671;0;0;8.6;-;10
SIO;1995;11;33.5;-10;10.2;756.7;0;0;8.6;-;18
SIO;1996;7;32.3;-7.9;9.9;554.6;1;0;7.9;-;15
SIO;1997;2;31.2;-6.7;10.6;551;0;0;8.3;-;2
SIO;1998;15;34.4;-9.5;10.2;486.3;0;0;9;-;9
SIO;1999;8;31.5;-15.9;10.1;786.7;1;0;8.3;-;25
SIO;2000;13;34.2;-10.3;10.8;515.8;0;0;8.6;-;7
SIO;2001;12;32.4;-12.2;10.3;649.9;0;0;8.3;-;10
SIO;2002;13;33.7;-11.1;10.9;689.7;0;1;8.3;-;2
SIO;2003;43;37.2;-9.8;11.3;426.6;0;0;8.3;-;10
SIO;2004;12;34.8;-10.3;10.4;477;0;0;7.9;-;17
SIO;2005;17;35.2;-16;9.8;499.6;1;0;7.6;85;22
SIO;2006;25;35.9;-12.8;10.6;604.4;1;0;7.2;-;-
SIO;2007;7;34.2;-8.4;10.8;757.4;0;0;7.9;-;-
SIO;2008;16;32.7;-9.9;10.8;561.3;1;0;8.3;-;-
SIO;2009;29;35.5;-11.7;10.7;516;1;0;7.6;-;-
SIO;2010;22;35.6;-11.8;10.1;480;0;0;7.6;-;-
SIO;2011;24;36.8;-9.6;11.3;484.5;0;0;7.6;-;-
SIO;2012;22;36.9;-13.8;11;614.7;1;0;7.6;-;-
SIO;2013;32;37.2;-9.3;10.4;567.7;0;1;7.9;-;-
SIO;2014;14;36.2;-11.6;11.8;529.7;0;0;7.6;-;-
SIO;2015;45;37.8;-9;11.5;500.1;0;5;7.9;-;-
SIO;2016;31;34.8;-7.6;11.2;586.5;0;1;7.9;-;-
SIO;2017;41;36.9;-12.1;11.3;565.3;1;2;8.3;-;-
SIO;2018;49;36.2;-9.6;12.4;633.1;0;1;8.3;-;-
SIO;2019;38;38;-6.3;11.8;607.5;0;0;7.9;-;-
SIO;2020;24;36;-6.3;11.6;545;0;0;7.9;-;-
SIO;2021;12;33.3;-11.9;10.3;695.7;1;0;7.6;-;-
SIO;2022;49;36.8;-9.1;12.2;486.1;0;1;7.9;-;-

stn;time;tnd30xy0;tre200yx;tre200yn;tre200y0;rre150y0;hto000y0;tnd20ny0;fu3010y0;w1pnd0y0;w2pnd2y0
STG;1980;1;31.5;-12.6;7.4;1248.2;3;0;5.8;-;54
STG;1981;0;27.7;-14.1;7.9;1362.3;4;0;6.8;-;71
STG;1982;0;27;-10.7;8.1;1171.8;2;0;7.2;-;57
STG;1983;4;32.6;-12.8;8.2;1092.3;2;2;7.9;-;45
STG;1984;1;33.2;-11.2;7;1317.1;3;1;7.6;-;61
STG;1985;0;28.7;-21.1;7;1191.7;4;0;7.2;-;60
STG;1986;0;29.3;-19.2;7.3;1413.1;4;0;7.2;-;67
STG;1987;0;29.5;-23.8;7.3;1422.9;4;0;7.2;-;52
STG;1988;0;28.4;-11;8.4;1441.6;4;0;7.9;-;58
STG;1989;0;28.7;-9;8.5;1177.3;0;0;7.2;-;22
STG;1990;0;29.5;-11;8.8;1287.2;1;0;7.6;-;48
STG;1991;0;29.5;-14.6;7.5;1150.8;2;0;7.2;-;50
STG;1992;0;29.8;-13.2;8.6;1260.1;1;3;7.6;-;38
STG;1993;0;28.2;-12.9;8;1351.3;2;0;7.9;-;46
STG;1994;0;29.9;-9.9;9.4;1330.1;1;1;7.9;-;39
STG;1995;2;30.6;-12.6;8.1;1470.4;3;1;7.6;-;67
STG;1996;0;28.4;-16.3;6.9;1337.8;6;0;6.8;-;-
STG;1997;0;26.6;-12.6;8.5;1009.2;1;0;7.2;-;24
STG;1998;3;30.9;-11.3;8.6;1365.9;2;3;7.6;-;43
STG;1999;0;28.8;-13.1;8.4;1632.3;6;0;7.2;-;75
STG;2000;1;30.4;-13.6;9.4;1454.9;1;1;7.6;-;34
STG;2001;0;29.8;-15.4;8.4;1371.5;1;0;7.6;-;59
STG;2002;1;30.8;-11.1;9.1;1708.2;1;1;7.6;-;21
STG;2003;10;33.2;-11.7;9.1;1018.4;4;11;6.5;-;49
STG;2004;0;27.3;-9.3;8.2;1307.6;4;0;7.2;-;72
STG;2005;0;29.3;-16.7;8.1;1216.8;5;0;6.8;134;58
STG;2006;2;30.4;-12.8;8.8;1273.7;4;2;6.8;-;-
STG;2007;0;29.9;-10.6;9.1;1128.9;2;1;6.8;150;32
STG;2008;0;28.5;-9.2;8.6;1372.9;1;0;7.2;145;35
STG;2009;0;29.1;-14.5;8.9;1245.9;4;2;6.8;-;-
STG;2010;2;30.3;-10.7;7.6;1512.5;4;1;6.8;-;-
STG;2011;1;30.3;-10.3;9.4;1241.6;1;2;6.5;-;-
STG;2012;0;29.3;-18.2;8.6;1549.1;4;0;6.8;-;-
STG;2013;4;33.3;-10.9;7.9;1467.6;4;3;6.8;-;-
STG;2014;0;29.6;-12.1;9.6;1344.6;1;0;7.2;-;-
STG;2015;5;31.7;-8.3;9.6;1335.8;3;9;7.2;-;-
STG;2016;0;28.1;-11.3;9;1483.6;1;0;7.2;-;-
STG;2017;0;29.7;-12.3;9.1;1561;2;5;7.6;-;-
STG;2018;2;30.2;-15;9.9;1259.6;1;2;7.6;-;-
STG;2019;7;31.4;-9.2;9.5;1469.1;5;6;7.9;-;-
STG;2020;0;29.4;-6.7;9.7;1539.6;1;0;7.6;-;-
STG;2021;0;28;-12.6;8.4;1624;3;0;7.2;-;-
STG;2022;5;31.5;-10;10.2;1249.4;1;2;7.2;-;-

stn;time;tnd30xy0;tre200yx;tre200yn;tre200y0;rre150y0;hto000y0;tnd20ny0;fu3010y0;w1pnd0y0;w2pnd2y0
SMA;1980;1;30.3;-12.4;8;1027.3;1;0;7.2;-;54
SMA;1981;0;29.5;-11.8;8.7;1289.6;1;0;7.6;-;72
SMA;1982;1;30;-8;9.3;1171.9;0;0;6.8;-;46
SMA;1983;12;35.8;-10.8;9.4;875.9;0;2;7.6;-;34
SMA;1984;6;34.7;-9.8;8.5;993.9;0;0;7.9;-;61
SMA;1985;4;32.2;-19.5;8.3;959.6;2;0;7.9;-;54
SMA;1986;1;32.3;-15.3;8.4;1204.3;2;0;8.3;-;61
SMA;1987;2;30.8;-20.8;8.3;1215.2;1;0;7.9;-;49
SMA;1988;1;31.6;-8.9;9.4;1414.6;0;0;8.3;-;-
SMA;1989;1;30.8;-8.4;9.6;950.1;0;0;7.6;-;8
SMA;1990;7;32.8;-7.2;9.9;1188.2;1;0;8.3;-;33
SMA;1991;6;33.1;-13;8.9;924.1;0;0;7.9;-;32
SMA;1992;14;32.5;-10.3;9.5;1078.5;0;1;8.3;-;29
SMA;1993;2;30.8;-11.3;9.1;1173.6;0;0;7.9;-;35
SMA;1994;11;33.3;-7.2;10.5;1171.9;0;1;8.3;-;32
SMA;1995;5;32.7;-10.8;9.2;1323.3;0;0;8.6;-;58
SMA;1996;1;30.5;-12.9;8.2;1003.7;1;0;7.6;-;48
SMA;1997;0;29.9;-11.4;9.5;985.9;0;0;7.9;-;20
SMA;1998;13;33.4;-9.9;9.6;1043.8;0;0;8.3;-;42
SMA;1999;2;31;-11.5;9.5;1549;1;0;8.3;-;59
SMA;2000;3;31.8;-11.9;10.4;1156.7;0;0;7.9;-;28
SMA;2001;2;31;-14.4;9.6;1482.9;0;0;8.6;-;46
SMA;2002;7;34.1;-8.8;10.4;1275.8;0;2;8.6;-;17
SMA;2003;27;36;-10.1;10.2;859.2;1;2;7.6;-;47
SMA;2004;0;29.9;-8;9.4;1071;1;0;7.9;-;54
SMA;2005;9;32.7;-14.1;9.2;1041.9;2;1;6.5;154;66
SMA;2006;16;33.1;-8.6;9.8;1134.5;1;1;6.8;-;-
SMA;2007;2;33.2;-8.4;10.1;1152.9;0;0;7.6;168;21
SMA;2008;3;30.8;-7;9.6;1212.7;1;0;7.2;172;36
SMA;2009;6;31.8;-13.6;9.9;1098.3;1;0;6.5;168;44
SMA;2010;9;32.7;-11.3;8.8;1001.5;2;0;6.8;172;65
SMA;2011;8;32.7;-8.1;10.5;913.5;0;0;6.5;-;-
SMA;2012;6;32.4;-16.9;9.7;1291.7;1;0;6.8;182;40
SMA;2013;11;35.1;-9.5;9.1;1093.8;1;2;6.8;-;41
SMA;2014;5;33.4;-11.8;10.6;1076.4;0;0;6.5;-;-
SMA;2015;26;34.6;-7.4;10.6;918;1;9;7.2;-;-
SMA;2016;8;32.3;-8.7;9.9;1296.8;0;0;7.2;-;-
SMA;2017;13;33;-12.7;10.2;1106.6;1;6;7.6;-;-
SMA;2018;16;34.6;-13.1;11.1;897.3;0;3;7.6;-;-
SMA;2019;15;34.7;-5.7;10.5;1041.2;0;4;7.9;-;-
SMA;2020;9;33.6;-4.2;10.9;859.5;0;1;7.6;-;-
SMA;2021;5;31.1;-11.7;9.6;1126.6;1;0;7.2;-;-
SMA;2022;16;34.7;-7.7;11.5;871.9;0;3;7.6;-;-
