 

stn;time;fhh010mx
OTL;201603;6.6
OTL;201604;7.5
OTL;201605;6.9
OTL;201606;7.0
OTL;201607;9.9
OTL;201608;6.9
OTL;201609;6.0
OTL;201610;5.4
OTL;201611;6.4
OTL;201612;5.3
OTL;201701;6.1
OTL;201702;4.3
OTL;201703;7.0
OTL;201704;7.6
OTL;201705;8.7
OTL;201706;7.5
OTL;201707;7.0
OTL;201708;7.7
OTL;201709;6.1
OTL;201710;7.7
OTL;201711;6.1
OTL;201712;8.9
OTL;201801;7.0
OTL;201802;6.3
OTL;201803;7.5
OTL;201804;6.1
OTL;201805;-
OTL;201806;5.3
OTL;201807;7.5
OTL;201808;8.6
OTL;201809;9.7
OTL;201810;7.9
OTL;201811;4.8
OTL;201812;5.5
OTL;201901;7.7
OTL;201902;6.5
OTL;201903;7.1
OTL;201904;8.8
OTL;201905;9.5
OTL;201906;11.4
OTL;201907;7.6
OTL;201908;7.0
OTL;201909;8.8
OTL;201910;12.2
OTL;201911;3.4
OTL;201912;6.9
OTL;202001;4.3
OTL;202002;7.9
OTL;202003;6.2
OTL;202004;7.4
OTL;202005;6.8
OTL;202006;7.3
OTL;202007;7.1
OTL;202008;6.1
OTL;202009;7.9
OTL;202010;12.0
OTL;202011;4.7
OTL;202012;5.2
OTL;202101;6.7
OTL;202102;6.3
OTL;202103;7.3
OTL;202104;10.3
OTL;202105;7.6
OTL;202106;8.2
OTL;202107;5.5
OTL;202108;6.8
OTL;202109;5.2
OTL;202110;5.2
OTL;202111;5.1
OTL;202112;5.6
OTL;202201;6.7
OTL;202202;7.7
OTL;202203;5.6
OTL;202204;10.4
OTL;202205;7.4
OTL;202206;7.3
OTL;202207;8.7
OTL;202208;9.7
OTL;202209;7.8
OTL;202210;5.4
OTL;202211;5.6
OTL;202212;6.6
OTL;202301;5.9

stn;time;fhh010mx
LUZ;200402;9.9
LUZ;200403;9.5
LUZ;200404;7.6
LUZ;200405;7.6
LUZ;200406;9.8
LUZ;200407;6.5
LUZ;200408;10.0
LUZ;200409;7.8
LUZ;200410;5.0
LUZ;200411;8.1
LUZ;200412;10.4
LUZ;200501;10.8
LUZ;200502;8.2
LUZ;200503;8.0
LUZ;200504;6.0
LUZ;200505;7.1
LUZ;200506;7.5
LUZ;200507;8.1
LUZ;200508;5.6
LUZ;200509;5.7
LUZ;200510;2.9
LUZ;200511;7.4
LUZ;200512;8.6
LUZ;200601;4.2
LUZ;200602;9.7
LUZ;200603;-
LUZ;200604;-
LUZ;200605;7.0
LUZ;200606;6.6
LUZ;200607;9.4
LUZ;200608;7.4
LUZ;200609;7.0
LUZ;200610;12.6
LUZ;200611;6.9
LUZ;200612;7.6
LUZ;200701;13.5
LUZ;200702;9.0
LUZ;200703;9.2
LUZ;200704;7.0
LUZ;200705;-
LUZ;200706;7.3
LUZ;200707;9.9
LUZ;200708;4.9
LUZ;200709;5.5
LUZ;200710;6.8
LUZ;200711;7.8
LUZ;200712;8.1
LUZ;200801;7.6
LUZ;200802;6.1
LUZ;200803;11.3
LUZ;200804;7.3
LUZ;200805;8.7
LUZ;200806;8.1
LUZ;200807;7.9
LUZ;200808;7.3
LUZ;200809;6.3
LUZ;200810;7.0
LUZ;200811;11.8
LUZ;200812;6.6
LUZ;200901;11.4
LUZ;200902;10.2
LUZ;200903;-
LUZ;200904;9.0
LUZ;200905;6.3
LUZ;200906;9.0
LUZ;200907;6.0
LUZ;200908;4.6
LUZ;200909;7.8
LUZ;200910;7.2
LUZ;200911;9.7
LUZ;200912;7.8
LUZ;201001;8.6
LUZ;201002;8.4
LUZ;201003;11.5
LUZ;201004;6.4
LUZ;201005;7.4
LUZ;201006;11.7
LUZ;201007;7.3
LUZ;201008;8.1
LUZ;201009;4.8
LUZ;201010;5.9
LUZ;201011;7.2
LUZ;201012;7.9
LUZ;201101;5.3
LUZ;201102;3.7
LUZ;201103;5.6
LUZ;201104;-
LUZ;201105;7.1
LUZ;201106;5.6
LUZ;201107;6.6
LUZ;201108;12.1
LUZ;201109;5.3
LUZ;201110;5.3
LUZ;201111;5.3
LUZ;201112;11.2
LUZ;201201;12.4
LUZ;201202;6.7
LUZ;201203;6.3
LUZ;201204;10.8
LUZ;201205;8.3
LUZ;201206;6.4
LUZ;201207;8.3
LUZ;201208;7.8
LUZ;201209;7.2
LUZ;201210;6.1
LUZ;201211;6.6
LUZ;201212;8.6
LUZ;201301;6.8
LUZ;201302;8.9
LUZ;201303;5.0
LUZ;201304;11.0
LUZ;201305;9.4
LUZ;201306;6.3
LUZ;201307;9.5
LUZ;201308;5.4
LUZ;201309;7.1
LUZ;201310;7.1
LUZ;201311;11.5
LUZ;201312;6.3
LUZ;201401;8.1
LUZ;201402;8.0
LUZ;201403;6.4
LUZ;201404;7.2
LUZ;201405;-
LUZ;201406;7.2
LUZ;201407;6.1
LUZ;201408;11.9
LUZ;201409;5.0
LUZ;201410;8.5
LUZ;201411;5.1
LUZ;201412;6.2
LUZ;201501;10.0
LUZ;201502;7.4
LUZ;201503;12.5
LUZ;201504;9.3
LUZ;201505;6.3
LUZ;201506;9.6
LUZ;201507;-
LUZ;201508;9.9
LUZ;201509;6.9
LUZ;201510;5.4
LUZ;201511;8.6
LUZ;201512;3.9
LUZ;201601;9.9
LUZ;201602;13.1
LUZ;201603;8.1
LUZ;201604;9.0
LUZ;201605;7.8
LUZ;201606;6.0
LUZ;201607;7.2
LUZ;201608;6.1
LUZ;201609;5.8
LUZ;201610;5.4
LUZ;201611;8.6
LUZ;201612;3.2
LUZ;201701;15.1
LUZ;201702;10.3
LUZ;201703;-
LUZ;201704;7.2
LUZ;201705;8.3
LUZ;201706;13.5
LUZ;201707;11.6
LUZ;201708;7.4
LUZ;201709;8.5
LUZ;201710;6.2
LUZ;201711;6.9
LUZ;201712;10.5
LUZ;201801;14.4
LUZ;201802;6.4
LUZ;201803;7.5
LUZ;201804;11.6
LUZ;201805;9.0
LUZ;201806;8.4
LUZ;201807;7.4
LUZ;201808;8.3
LUZ;201809;7.6
LUZ;201810;5.2
LUZ;201811;-
LUZ;201812;11.4
LUZ;201901;10.0
LUZ;201902;9.5
LUZ;201903;13.9
LUZ;201904;10.5
LUZ;201905;10.3
LUZ;201906;10.4
LUZ;201907;-
LUZ;201908;7.5
LUZ;201909;7.2
LUZ;201910;5.8
LUZ;201911;10.1
LUZ;201912;10.9
LUZ;202001;9.3
LUZ;202002;13.2
LUZ;202003;10.6
LUZ;202004;7.7
LUZ;202005;6.5
LUZ;202006;10.3
LUZ;202007;9.0
LUZ;202008;7.7
LUZ;202009;6.8
LUZ;202010;7.4
LUZ;202011;6.3
LUZ;202012;7.2
LUZ;202101;9.9
LUZ;202102;8.2
LUZ;202103;10.4
LUZ;202104;8.6
LUZ;202105;9.2
LUZ;202106;7.5
LUZ;202107;6.9
LUZ;202108;7.0
LUZ;202109;5.6
LUZ;202110;9.9
LUZ;202111;6.4
LUZ;202112;8.1
LUZ;202201;10.2
LUZ;202202;12.4
LUZ;202203;6.8
LUZ;202204;10.4
LUZ;202205;9.1
LUZ;202206;7.8
LUZ;202207;7.2
LUZ;202208;10.5
LUZ;202209;6.6
LUZ;202210;7.5
LUZ;202211;7.1
LUZ;202212;7.1

stn;time;fhh010mx
NEU;200402;11.6
NEU;200403;9.4
NEU;200404;9.2
NEU;200405;8.5
NEU;200406;9.1
NEU;200407;8.5
NEU;200408;10.7
NEU;200409;7.4
NEU;200410;7.7
NEU;200411;8.7
NEU;200412;9.9
NEU;200501;10.6
NEU;200502;10.9
NEU;200503;9.9
NEU;200504;12.3
NEU;200505;8.0
NEU;200506;10.0
NEU;200507;9.0
NEU;200508;7.8
NEU;200509;7.9
NEU;200510;8.2
NEU;200511;11.1
NEU;200512;8.2
NEU;200601;9.3
NEU;200602;9.6
NEU;200603;10.4
NEU;200604;-
NEU;200605;9.6
NEU;200606;8.2
NEU;200607;7.9
NEU;200608;8.4
NEU;200609;8.5
NEU;200610;8.9
NEU;200611;9.5
NEU;200612;12.0
NEU;200701;10.9
NEU;200702;11.4
NEU;200703;12.1
NEU;200704;9.8
NEU;200705;8.1
NEU;200706;8.3
NEU;200707;7.8
NEU;200708;8.8
NEU;200709;7.3
NEU;200710;6.2
NEU;200711;4.5
NEU;200712;5.3
NEU;200801;5.6
NEU;200802;4.8
NEU;200803;-
NEU;200804;6.1
NEU;200805;4.0
NEU;200806;4.8
NEU;200807;8.2
NEU;200808;9.2
NEU;200809;10.9
NEU;200810;8.9
NEU;200811;8.6
NEU;200812;13.2
NEU;200901;-
NEU;200902;10.8
NEU;200903;9.5
NEU;200904;8.4
NEU;200905;10.2
NEU;200906;9.1
NEU;200907;7.0
NEU;200908;9.3
NEU;200909;10.0
NEU;200910;7.8
NEU;200911;8.3
NEU;200912;9.4
NEU;201001;9.4
NEU;201002;9.9
NEU;201003;13.2
NEU;201004;10.4
NEU;201005;8.3
NEU;201006;9.1
NEU;201007;13.8
NEU;201008;9.9
NEU;201009;10.9
NEU;201010;9.2
NEU;201011;9.8
NEU;201012;10.1
NEU;201101;9.9
NEU;201102;8.7
NEU;201103;8.6
NEU;201104;8.3
NEU;201105;11.1
NEU;201106;9.6
NEU;201107;9.1
NEU;201108;11.0
NEU;201109;8.4
NEU;201110;8.6
NEU;201111;5.9
NEU;201112;12.4
NEU;201201;11.6
NEU;201202;10.3
NEU;201203;9.0
NEU;201204;9.6
NEU;201205;9.2
NEU;201206;12.2
NEU;201207;9.5
NEU;201208;10.0
NEU;201209;9.5
NEU;201210;7.2
NEU;201211;10.4
NEU;201212;9.0
NEU;201301;7.6
NEU;201302;10.0
NEU;201303;8.3
NEU;201304;8.5
NEU;201305;8.8
NEU;201306;15.0
NEU;201307;10.9
NEU;201308;8.3
NEU;201309;8.4
NEU;201310;10.9
NEU;201311;10.4
NEU;201312;9.5
NEU;201401;7.9
NEU;201402;10.5
NEU;201403;9.9
NEU;201404;10.1
NEU;201405;10.1
NEU;201406;8.0
NEU;201407;9.0
NEU;201408;9.8
NEU;201409;8.4
NEU;201410;13.3
NEU;201411;6.9
NEU;201412;11.6
NEU;201501;10.9
NEU;201502;11.8
NEU;201503;11.6
NEU;201504;12.4
NEU;201505;9.2
NEU;201506;8.7
NEU;201507;10.3
NEU;201508;11.3
NEU;201509;9.2
NEU;201510;8.5
NEU;201511;11.5
NEU;201512;6.2
NEU;201601;11.3
NEU;201602;13.4
NEU;201603;10.1
NEU;201604;9.6
NEU;201605;9.1
NEU;201606;8.2
NEU;201607;8.5
NEU;201608;7.8
NEU;201609;9.1
NEU;201610;10.0
NEU;201611;11.9
NEU;201612;7.4
NEU;201701;11.9
NEU;201702;12.9
NEU;201703;10.1
NEU;201704;9.2
NEU;201705;7.6
NEU;201706;8.5
NEU;201707;12.8
NEU;201708;11.9
NEU;201709;12.8
NEU;201710;10.4
NEU;201711;10.9
NEU;201712;11.9
NEU;201801;13.4
NEU;201802;12.9
NEU;201803;7.7
NEU;201804;10.3
NEU;201805;8.7
NEU;201806;11.4
NEU;201807;7.1
NEU;201808;8.6
NEU;201809;12.5
NEU;201810;11.4
NEU;201811;7.9
NEU;201812;11.4
NEU;201901;10.6
NEU;201902;11.2
NEU;201903;13.2
NEU;201904;10.0
NEU;201905;12.2
NEU;201906;11.2
NEU;201907;12.6
NEU;201908;12.3
NEU;201909;10.1
NEU;201910;9.2
NEU;201911;9.0
NEU;201912;11.5
NEU;202001;13.4
NEU;202002;13.6
NEU;202003;11.5
NEU;202004;8.6
NEU;202005;11.4
NEU;202006;9.1
NEU;202007;10.0
NEU;202008;9.3
NEU;202009;8.6
NEU;202010;11.3
NEU;202011;7.3
NEU;202012;11.1
NEU;202101;9.9
NEU;202102;9.4
NEU;202103;12.8
NEU;202104;9.3
NEU;202105;9.3
NEU;202106;8.7
NEU;202107;9.2
NEU;202108;8.6
NEU;202109;9.4
NEU;202110;10.8
NEU;202111;9.4
NEU;202112;9.4
NEU;202201;11.9
NEU;202202;11.1
NEU;202203;10.1
NEU;202204;11.0
NEU;202205;8.9
NEU;202206;11.4
NEU;202207;9.0
NEU;202208;10.2
NEU;202209;9.7
NEU;202210;9.6
NEU;202211;8.4
NEU;202212;8.7

stn;time;fhh010mx
SAM;200402;7.2
SAM;200403;12.3
SAM;200404;7.2
SAM;200405;8.4
SAM;200406;8.6
SAM;200407;8.3
SAM;200408;9.6
SAM;200409;9.3
SAM;200410;8.5
SAM;200411;7.7
SAM;200412;7.2
SAM;200501;8.4
SAM;200502;7.4
SAM;200503;9.2
SAM;200504;8.3
SAM;200505;9.0
SAM;200506;9.4
SAM;200507;9.0
SAM;200508;9.5
SAM;200509;8.8
SAM;200510;8.3
SAM;200511;8.1
SAM;200512;7.3
SAM;200601;7.5
SAM;200602;8.7
SAM;200603;9.3
SAM;200604;7.9
SAM;200605;8.5
SAM;200606;10.2
SAM;200607;9.4
SAM;200608;8.1
SAM;200609;9.4
SAM;200610;8.1
SAM;200611;7.5
SAM;200612;8.7
SAM;200701;8.4
SAM;200702;7.7
SAM;200703;7.8
SAM;200704;9.3
SAM;200705;8.8
SAM;200706;9.5
SAM;200707;9.8
SAM;200708;11.6
SAM;200709;9.0
SAM;200710;10.2
SAM;200711;10.7
SAM;200712;8.2
SAM;200801;13.4
SAM;200802;8.5
SAM;200803;9.7
SAM;200804;8.8
SAM;200805;8.7
SAM;200806;9.2
SAM;200807;9.8
SAM;200808;10.6
SAM;200809;9.4
SAM;200810;10.7
SAM;200811;7.4
SAM;200812;9.9
SAM;200901;8.0
SAM;200902;8.8
SAM;200903;9.0
SAM;200904;6.9
SAM;200905;9.5
SAM;200906;9.1
SAM;200907;10.3
SAM;200908;10.0
SAM;200909;10.0
SAM;200910;10.5
SAM;200911;8.4
SAM;200912;7.7
SAM;201001;8.9
SAM;201002;7.8
SAM;201003;9.6
SAM;201004;9.4
SAM;201005;8.3
SAM;201006;9.2
SAM;201007;9.6
SAM;201008;9.5
SAM;201009;9.8
SAM;201010;8.7
SAM;201011;5.9
SAM;201012;10.1
SAM;201101;7.4
SAM;201102;6.1
SAM;201103;7.4
SAM;201104;7.5
SAM;201105;9.1
SAM;201106;9.2
SAM;201107;9.2
SAM;201108;12.9
SAM;201109;8.3
SAM;201110;9.3
SAM;201111;9.2
SAM;201112;11.3
SAM;201201;9.2
SAM;201202;10.3
SAM;201203;7.8
SAM;201204;12.4
SAM;201205;10.0
SAM;201206;8.9
SAM;201207;10.5
SAM;201208;8.9
SAM;201209;10.3
SAM;201210;9.8
SAM;201211;7.5
SAM;201212;7.8
SAM;201301;11.5
SAM;201302;8.9
SAM;201303;8.4
SAM;201304;9.1
SAM;201305;8.3
SAM;201306;8.3
SAM;201307;9.5
SAM;201308;10.2
SAM;201309;8.9
SAM;201310;9.1
SAM;201311;8.0
SAM;201312;12.1
SAM;201401;7.5
SAM;201402;8.6
SAM;201403;7.8
SAM;201404;9.1
SAM;201405;9.5
SAM;201406;9.9
SAM;201407;10.0
SAM;201408;9.7
SAM;201409;8.7
SAM;201410;10.5
SAM;201411;10.1
SAM;201412;10.6
SAM;201501;10.2
SAM;201502;9.5
SAM;201503;10.1
SAM;201504;9.6
SAM;201505;9.7
SAM;201506;10.0
SAM;201507;10.6
SAM;201508;9.6
SAM;201509;11.1
SAM;201510;8.2
SAM;201511;9.4
SAM;201512;7.7
SAM;201601;10.5
SAM;201602;9.8
SAM;201603;10.0
SAM;201604;9.4
SAM;201605;8.9
SAM;201606;8.9
SAM;201607;9.1
SAM;201608;9.0
SAM;201609;9.2
SAM;201610;8.2
SAM;201611;8.2
SAM;201612;9.7
SAM;201701;10.5
SAM;201702;11.7
SAM;201703;10.2
SAM;201704;10.9
SAM;201705;9.2
SAM;201706;9.1
SAM;201707;9.7
SAM;201708;10.2
SAM;201709;9.3
SAM;201710;9.7
SAM;201711;9.7
SAM;201712;10.7
SAM;201801;10.0
SAM;201802;8.9
SAM;201803;9.2
SAM;201804;8.7
SAM;201805;9.3
SAM;201806;8.5
SAM;201807;10.6
SAM;201808;11.8
SAM;201809;9.3
SAM;201810;11.5
SAM;201811;6.5
SAM;201812;8.7
SAM;201901;10.6
SAM;201902;8.1
SAM;201903;11.9
SAM;201904;9.2
SAM;201905;8.8
SAM;201906;9.2
SAM;201907;8.8
SAM;201908;8.4
SAM;201909;10.6
SAM;201910;10.6
SAM;201911;8.1
SAM;201912;9.9
SAM;202001;7.8
SAM;202002;13.8
SAM;202003;9.4
SAM;202004;7.8
SAM;202005;8.3
SAM;202006;9.8
SAM;202007;9.9
SAM;202008;9.1
SAM;202009;9.0
SAM;202010;9.2
SAM;202011;7.9
SAM;202012;9.6
SAM;202101;9.4
SAM;202102;9.4
SAM;202103;11.8
SAM;202104;9.6
SAM;202105;10.9
SAM;202106;9.1
SAM;202107;9.6
SAM;202108;9.4
SAM;202109;8.5
SAM;202110;9.5
SAM;202111;9.7
SAM;202112;9.0
SAM;202201;10.5
SAM;202202;9.6
SAM;202203;7.8
SAM;202204;11.3
SAM;202205;8.9
SAM;202206;9.2
SAM;202207;9.7
SAM;202208;9.5
SAM;202209;8.8
SAM;202210;7.8
SAM;202211;8.2
SAM;202212;7.3
SAM;202301;8.3

stn;time;fhh010mx
SIO;200402;10.4
SIO;200403;9.7
SIO;200404;10.5
SIO;200405;11.0
SIO;200406;8.3
SIO;200407;9.9
SIO;200408;9.6
SIO;200409;9.6
SIO;200410;7.6
SIO;200411;7.0
SIO;200412;5.8
SIO;200501;8.5
SIO;200502;10.4
SIO;200503;12.2
SIO;200504;10.7
SIO;200505;9.3
SIO;200506;8.5
SIO;200507;9.3
SIO;200508;7.5
SIO;200509;8.0
SIO;200510;6.0
SIO;200511;9.8
SIO;200512;8.6
SIO;200601;6.8
SIO;200602;7.6
SIO;200603;10.4
SIO;200604;11.2
SIO;200605;9.7
SIO;200606;10.3
SIO;200607;12.7
SIO;200608;9.9
SIO;200609;9.3
SIO;200610;7.9
SIO;200611;9.3
SIO;200612;9.8
SIO;200701;9.9
SIO;200702;7.2
SIO;200703;15.2
SIO;200704;9.9
SIO;200705;9.9
SIO;200706;10.9
SIO;200707;10.1
SIO;200708;9.6
SIO;200709;10.4
SIO;200710;9.9
SIO;200711;9.6
SIO;200712;7.1
SIO;200801;8.3
SIO;200802;11.0
SIO;200803;10.7
SIO;200804;12.6
SIO;200805;12.3
SIO;200806;9.8
SIO;200807;10.3
SIO;200808;12.3
SIO;200809;9.9
SIO;200810;10.0
SIO;200811;10.4
SIO;200812;13.3
SIO;200901;3.9
SIO;200902;9.1
SIO;200903;11.0
SIO;200904;11.1
SIO;200905;10.5
SIO;200906;9.4
SIO;200907;11.1
SIO;200908;11.5
SIO;200909;10.9
SIO;200910;10.0
SIO;200911;8.9
SIO;200912;8.5
SIO;201001;9.6
SIO;201002;8.9
SIO;201003;14.3
SIO;201004;11.2
SIO;201005;13.3
SIO;201006;10.2
SIO;201007;11.0
SIO;201008;8.8
SIO;201009;8.6
SIO;201010;11.2
SIO;201011;10.2
SIO;201012;7.9
SIO;201101;7.2
SIO;201102;8.1
SIO;201103;9.5
SIO;201104;10.5
SIO;201105;9.7
SIO;201106;11.6
SIO;201107;9.6
SIO;201108;12.6
SIO;201109;9.6
SIO;201110;8.5
SIO;201111;6.2
SIO;201112;8.4
SIO;201201;9.5
SIO;201202;9.6
SIO;201203;14.7
SIO;201204;12.3
SIO;201205;10.6
SIO;201206;10.5
SIO;201207;11.0
SIO;201208;9.4
SIO;201209;10.1
SIO;201210;9.0
SIO;201211;8.1
SIO;201212;5.7
SIO;201301;5.9
SIO;201302;9.8
SIO;201303;11.5
SIO;201304;11.6
SIO;201305;12.2
SIO;201306;11.0
SIO;201307;10.3
SIO;201308;10.0
SIO;201309;11.2
SIO;201310;10.0
SIO;201311;8.4
SIO;201312;7.8
SIO;201401;8.0
SIO;201402;10.5
SIO;201403;9.6
SIO;201404;12.9
SIO;201405;11.1
SIO;201406;11.0
SIO;201407;12.3
SIO;201408;10.0
SIO;201409;8.8
SIO;201410;8.4
SIO;201411;11.5
SIO;201412;9.5
SIO;201501;8.2
SIO;201502;8.3
SIO;201503;10.0
SIO;201504;12.2
SIO;201505;11.7
SIO;201506;10.7
SIO;201507;11.0
SIO;201508;10.6
SIO;201509;11.8
SIO;201510;9.5
SIO;201511;6.5
SIO;201512;3.7
SIO;201601;10.3
SIO;201602;9.4
SIO;201603;10.8
SIO;201604;11.5
SIO;201605;11.0
SIO;201606;10.1
SIO;201607;10.7
SIO;201608;11.3
SIO;201609;9.6
SIO;201610;11.0
SIO;201611;9.6
SIO;201612;5.4
SIO;201701;11.3
SIO;201702;10.5
SIO;201703;12.2
SIO;201704;10.3
SIO;201705;13.7
SIO;201706;11.7
SIO;201707;10.4
SIO;201708;11.5
SIO;201709;10.6
SIO;201710;8.8
SIO;201711;9.5
SIO;201712;7.6
SIO;201801;9.8
SIO;201802;10.9
SIO;201803;11.4
SIO;201804;11.8
SIO;201805;12.9
SIO;201806;10.2
SIO;201807;9.7
SIO;201808;11.2
SIO;201809;11.0
SIO;201810;10.0
SIO;201811;7.4
SIO;201812;7.3
SIO;201901;7.6
SIO;201902;8.7
SIO;201903;12.1
SIO;201904;12.7
SIO;201905;11.0
SIO;201906;10.5
SIO;201907;11.5
SIO;201908;9.6
SIO;201909;11.4
SIO;201910;9.1
SIO;201911;12.6
SIO;201912;6.3
SIO;202001;5.5
SIO;202002;10.0
SIO;202003;11.8
SIO;202004;8.7
SIO;202005;10.9
SIO;202006;14.5
SIO;202007;12.4
SIO;202008;10.5
SIO;202009;11.7
SIO;202010;10.5
SIO;202011;8.7
SIO;202012;8.2
SIO;202101;8.8
SIO;202102;9.0
SIO;202103;11.1
SIO;202104;10.2
SIO;202105;11.8
SIO;202106;10.0
SIO;202107;10.1
SIO;202108;12.5
SIO;202109;10.0
SIO;202110;9.2
SIO;202111;8.5
SIO;202112;9.1
SIO;202201;9.7
SIO;202202;12.1
SIO;202203;8.7
SIO;202204;12.0
SIO;202205;10.9
SIO;202206;14.2
SIO;202207;10.5
SIO;202208;10.8
SIO;202209;10.8
SIO;202210;7.6
SIO;202211;7.1
SIO;202212;5.7
SIO;202301;8.2

stn;time;fhh010mx
STG;200402;9.9
STG;200403;7.9
STG;200404;7.4
STG;200405;5.3
STG;200406;5.8
STG;200407;6.0
STG;200408;6.8
STG;200409;7.0
STG;200410;-
STG;200411;9.1
STG;200412;9.1
STG;200501;10.2
STG;200502;11.4
STG;200503;7.4
STG;200504;5.7
STG;200505;7.0
STG;200506;-
STG;200507;7.4
STG;200508;5.7
STG;200509;4.9
STG;200510;4.4
STG;200511;5.4
STG;200512;9.1
STG;200601;8.1
STG;200602;8.0
STG;200603;7.6
STG;200604;6.3
STG;200605;8.3
STG;200606;6.1
STG;200607;5.9
STG;200608;7.4
STG;200609;5.9
STG;200610;6.7
STG;200611;10.0
STG;200612;11.3
STG;200701;10.4
STG;200702;7.4
STG;200703;8.9
STG;200704;6.6
STG;200705;8.3
STG;200706;6.1
STG;200707;-
STG;200708;4.9
STG;200709;4.8
STG;200710;4.4
STG;200711;-
STG;200712;8.6
STG;200801;7.3
STG;200802;9.4
STG;200803;12.8
STG;200804;7.8
STG;200805;9.2
STG;200806;5.8
STG;200807;6.5
STG;200808;7.3
STG;200809;7.4
STG;200810;5.5
STG;200811;10.3
STG;200812;9.3
STG;200901;9.3
STG;200902;11.3
STG;200903;8.4
STG;200904;9.1
STG;200905;6.9
STG;200906;6.5
STG;200907;8.7
STG;200908;6.2
STG;200909;7.4
STG;200910;8.2
STG;200911;9.7
STG;200912;8.1
STG;201001;6.1
STG;201002;10.3
STG;201003;10.8
STG;201004;7.7
STG;201005;6.6
STG;201006;8.7
STG;201007;6.7
STG;201008;6.8
STG;201009;5.2
STG;201010;7.7
STG;201011;7.9
STG;201012;7.8
STG;201101;6.3
STG;201102;6.0
STG;201103;9.5
STG;201104;7.0
STG;201105;5.5
STG;201106;7.6
STG;201107;5.4
STG;201108;7.8
STG;201109;5.1
STG;201110;7.9
STG;201111;8.1
STG;201112;10.1
STG;201201;10.7
STG;201202;6.9
STG;201203;8.0
STG;201204;9.8
STG;201205;7.1
STG;201206;7.5
STG;201207;6.8
STG;201208;7.8
STG;201209;5.4
STG;201210;6.2
STG;201211;5.4
STG;201212;9.0
STG;201301;8.5
STG;201302;7.3
STG;201303;10.3
STG;201304;6.6
STG;201305;7.1
STG;201306;7.1
STG;201307;7.0
STG;201308;6.0
STG;201309;6.5
STG;201310;10.6
STG;201311;10.9
STG;201312;10.8
STG;201401;7.9
STG;201402;11.5
STG;201403;7.5
STG;201404;9.3
STG;201405;10.9
STG;201406;6.3
STG;201407;7.0
STG;201408;7.8
STG;201409;4.7
STG;201410;10.6
STG;201411;10.4
STG;201412;7.8
STG;201501;10.2
STG;201502;6.1
STG;201503;12.9
STG;201504;10.8
STG;201505;8.5
STG;201506;9.5
STG;201507;8.6
STG;201508;7.7
STG;201509;7.8
STG;201510;5.0
STG;201511;9.3
STG;201512;9.5
STG;201601;8.0
STG;201602;12.0
STG;201603;7.6
STG;201604;7.0
STG;201605;6.3
STG;201606;6.9
STG;201607;6.1
STG;201608;5.2
STG;201609;6.6
STG;201610;7.8
STG;201611;11.4
STG;201612;4.6
STG;201701;10.3
STG;201702;9.2
STG;201703;10.9
STG;201704;6.6
STG;201705;8.0
STG;201706;7.6
STG;201707;8.3
STG;201708;7.4
STG;201709;8.5
STG;201710;8.3
STG;201711;8.1
STG;201712;8.6
STG;201801;14.3
STG;201802;5.9
STG;201803;8.7
STG;201804;10.2
STG;201805;5.9
STG;201806;6.9
STG;201807;7.6
STG;201808;9.1
STG;201809;9.1
STG;201810;10.9
STG;201811;11.9
STG;201812;10.4
STG;201901;9.1
STG;201902;9.2
STG;201903;14.9
STG;201904;10.9
STG;201905;8.3
STG;201906;7.3
STG;201907;7.0
STG;201908;6.3
STG;201909;7.7
STG;201910;9.3
STG;201911;12.4
STG;201912;13.2
STG;202001;7.7
STG;202002;13.5
STG;202003;10.3
STG;202004;6.0
STG;202005;8.5
STG;202006;7.5
STG;202007;5.5
STG;202008;6.9
STG;202009;6.8
STG;202010;11.0
STG;202011;6.1
STG;202012;9.6
STG;202101;12.5
STG;202102;7.5
STG;202103;7.6
STG;202104;9.4
STG;202105;11.4
STG;202106;6.5
STG;202107;7.5
STG;202108;5.9
STG;202109;6.5
STG;202110;9.7
STG;202111;6.6
STG;202112;8.6
STG;202201;7.7
STG;202202;10.8
STG;202203;7.5
STG;202204;10.9
STG;202205;7.0
STG;202206;6.5
STG;202207;7.9
STG;202208;6.7
STG;202209;6.3
STG;202210;7.8
STG;202211;6.7
STG;202212;8.1
STG;202301;8.4

stn;time;fhh010mx
SMA;198101;12.0
SMA;198102;8.7
SMA;198103;9.2
SMA;198104;6.3
SMA;198105;7.2
SMA;198106;6.8
SMA;198107;4.2
SMA;198108;7.9
SMA;198109;4.7
SMA;198110;9.6
SMA;198111;10.1
SMA;198112;11.8
SMA;198201;10.2
SMA;198202;5.1
SMA;198203;9.8
SMA;198204;9.5
SMA;198205;6.1
SMA;198206;5.1
SMA;198207;6.3
SMA;198208;4.9
SMA;198209;6.3
SMA;198210;8.9
SMA;198211;7.8
SMA;198212;10.1
SMA;198301;9.3
SMA;198302;11.7
SMA;198303;9.7
SMA;198304;7.8
SMA;198305;6.7
SMA;198306;5.0
SMA;198307;5.2
SMA;198308;4.3
SMA;198309;8.7
SMA;198310;7.6
SMA;198311;12.3
SMA;198312;10.6
SMA;198401;10.9
SMA;198402;11.7
SMA;198403;7.1
SMA;198404;5.7
SMA;198405;7.2
SMA;198406;6.6
SMA;198407;7.4
SMA;198408;5.2
SMA;198409;9.2
SMA;198410;7.0
