 

stn;time;fhh010mx
SMA;198411;12.9
SMA;198412;8.7
SMA;198501;9.7
SMA;198502;9.1
SMA;198503;12.2
SMA;198504;10.3
SMA;198505;8.5
SMA;198506;9.8
SMA;198507;7.8
SMA;198508;9.2
SMA;198509;7.5
SMA;198510;6.3
SMA;198511;10.1
SMA;198512;8.4
SMA;198601;13.1
SMA;198602;6.6
SMA;198603;13.0
SMA;198604;7.7
SMA;198605;6.7
SMA;198606;7.4
SMA;198607;7.9
SMA;198608;7.3
SMA;198609;7.7
SMA;198610;13.0
SMA;198611;7.6
SMA;198612;14.1
SMA;198701;12.7
SMA;198702;6.4
SMA;198703;12.0
SMA;198704;8.9
SMA;198705;9.8
SMA;198706;8.7
SMA;198707;8.1
SMA;198708;7.1
SMA;198709;7.3
SMA;198710;12.5
SMA;198711;10.7
SMA;198712;8.0
SMA;198801;13.3
SMA;198802;11.6
SMA;198803;13.7
SMA;198804;6.5
SMA;198805;6.5
SMA;198806;7.1
SMA;198807;7.9
SMA;198808;8.6
SMA;198809;8.9
SMA;198810;9.8
SMA;198811;7.8
SMA;198812;14.2
SMA;198901;8.3
SMA;198902;11.8
SMA;198903;9.5
SMA;198904;7.6
SMA;198905;6.7
SMA;198906;5.9
SMA;198907;6.6
SMA;198908;6.1
SMA;198909;6.5
SMA;198910;10.6
SMA;198911;5.9
SMA;198912;12.1
SMA;199001;10.8
SMA;199002;16.1
SMA;199003;14.0
SMA;199004;7.7
SMA;199005;6.5
SMA;199006;7.1
SMA;199007;6.6
SMA;199008;6.0
SMA;199009;10.2
SMA;199010;13.1
SMA;199011;10.7
SMA;199012;10.5
SMA;199101;9.0
SMA;199102;10.9
SMA;199103;6.2
SMA;199104;5.6
SMA;199105;6.1
SMA;199106;8.9
SMA;199107;6.7
SMA;199108;5.0
SMA;199109;7.2
SMA;199110;10.2
SMA;199111;8.7
SMA;199112;13.2
SMA;199201;6.6
SMA;199202;8.5
SMA;199203;14.6
SMA;199204;12.4
SMA;199205;10.1
SMA;199206;6.5
SMA;199207;7.6
SMA;199208;7.2
SMA;199209;7.6
SMA;199210;13.2
SMA;199211;12.0
SMA;199212;10.0
SMA;199301;14.7
SMA;199302;12.1
SMA;199303;6.5
SMA;199304;8.7
SMA;199305;6.5
SMA;199306;7.4
SMA;199307;7.8
SMA;199308;6.0
SMA;199309;9.2
SMA;199310;7.8
SMA;199311;10.5
SMA;199312;11.4
SMA;199401;13.7
SMA;199402;8.4
SMA;199403;12.7
SMA;199404;12.1
SMA;199405;6.9
SMA;199406;10.0
SMA;199407;5.5
SMA;199408;7.4
SMA;199409;10.5
SMA;199410;8.0
SMA;199411;10.2
SMA;199412;10.8
SMA;199501;13.5
SMA;199502;10.5
SMA;199503;14.7
SMA;199504;10.5
SMA;199505;9.4
SMA;199506;6.5
SMA;199507;5.9
SMA;199508;7.1
SMA;199509;8.6
SMA;199510;5.1
SMA;199511;9.7
SMA;199512;11.9
SMA;199601;4.9
SMA;199602;9.1
SMA;199603;6.4
SMA;199604;5.7
SMA;199605;8.7
SMA;199606;9.3
SMA;199607;7.7
SMA;199608;7.5
SMA;199609;5.9
SMA;199610;7.4
SMA;199611;13.3
SMA;199612;7.7
SMA;199701;5.1
SMA;199702;13.0
SMA;199703;9.7
SMA;199704;8.8
SMA;199705;10.5
SMA;199706;8.2
SMA;199707;6.4
SMA;199708;6.9
SMA;199709;6.4
SMA;199710;10.8
SMA;199711;8.4
SMA;199712;10.1
SMA;199801;12.2
SMA;199802;9.5
SMA;199803;12.5
SMA;199804;10.5
SMA;199805;7.8
SMA;199806;6.9
SMA;199807;7.8
SMA;199808;9.2
SMA;199809;10.2
SMA;199810;15.9
SMA;199811;12.0
SMA;199812;10.4
SMA;199901;14.2
SMA;199902;12.0
SMA;199903;9.0
SMA;199904;8.4
SMA;199905;5.6
SMA;199906;7.8
SMA;199907;7.0
SMA;199908;8.2
SMA;199909;7.6
SMA;199910;8.0
SMA;199911;7.3
SMA;199912;17.8
SMA;200001;13.0
SMA;200002;11.4
SMA;200003;10.2
SMA;200004;9.2
SMA;200005;9.4
SMA;200006;4.9
SMA;200007;9.4
SMA;200008;7.3
SMA;200009;8.9
SMA;200010;7.5
SMA;200011;8.0
SMA;200012;10.2
SMA;200101;10.6
SMA;200102;11.6
SMA;200103;12.8
SMA;200104;10.2
SMA;200105;7.4
SMA;200106;6.8
SMA;200107;6.5
SMA;200108;7.8
SMA;200109;9.4
SMA;200110;6.3
SMA;200111;12.7
SMA;200112;13.7
SMA;200201;15.0
SMA;200202;13.2
SMA;200203;13.1
SMA;200204;8.7
SMA;200205;5.9
SMA;200206;8.1
SMA;200207;10.2
SMA;200208;5.0
SMA;200209;4.8
SMA;200210;14.3
SMA;200211;9.9
SMA;200212;11.4
SMA;200301;17.7
SMA;200302;9.6
SMA;200303;8.8
SMA;200304;11.2
SMA;200305;7.8
SMA;200306;8.5
SMA;200307;7.2
SMA;200308;7.8
SMA;200309;7.2
SMA;200310;12.1
SMA;200311;7.5
SMA;200312;11.2
SMA;200401;14.7
SMA;200402;13.4
SMA;200403;11.9
SMA;200404;8.9
SMA;200405;8.9
SMA;200406;8.3
SMA;200407;7.9
SMA;200408;10.4
SMA;200409;9.5
SMA;200410;8.5
SMA;200411;14.0
SMA;200412;12.5
SMA;200501;12.9
SMA;200502;12.1
SMA;200503;11.1
SMA;200504;6.0
SMA;200505;9.0
SMA;200506;6.8
SMA;200507;6.3
SMA;200508;5.9
SMA;200509;5.6
SMA;200510;6.1
SMA;200511;7.6
SMA;200512;10.9
SMA;200601;7.5
SMA;200602;8.4
SMA;200603;10.3
SMA;200604;7.8
SMA;200605;8.4
SMA;200606;7.8
SMA;200607;11.6
SMA;200608;6.4
SMA;200609;4.4
SMA;200610;12.9
SMA;200611;7.9
SMA;200612;8.6
SMA;200701;12.5
SMA;200702;9.8
SMA;200703;11.3
SMA;200704;4.9
SMA;200705;9.4
SMA;200706;8.7
SMA;200707;8.7
SMA;200708;7.1
SMA;200709;7.3
SMA;200710;5.0
SMA;200711;10.5
SMA;200712;11.1
SMA;200801;9.6
SMA;200802;9.6
SMA;200803;15.7
SMA;200804;8.6
SMA;200805;5.2
SMA;200806;7.5
SMA;200807;6.4
SMA;200808;6.9
SMA;200809;6.7
SMA;200810;8.1
SMA;200811;11.5
SMA;200812;8.3
SMA;200901;13.3
SMA;200902;12.9
SMA;200903;10.6
SMA;200904;7.3
SMA;200905;7.4
SMA;200906;8.2
SMA;200907;6.7
SMA;200908;4.5
SMA;200909;8.7
SMA;200910;8.8
SMA;200911;10.2
SMA;200912;9.7
SMA;201001;7.8
SMA;201002;12.0
SMA;201003;8.7
SMA;201004;6.4
SMA;201005;6.5
SMA;201006;7.3
SMA;201007;5.7
SMA;201008;6.9
SMA;201009;5.5
SMA;201010;6.8
SMA;201011;9.9
SMA;201012;11.6
SMA;201101;6.9
SMA;201102;5.0
SMA;201103;7.1
SMA;201104;5.8
SMA;201105;6.0
SMA;201106;7.3
SMA;201107;5.6
SMA;201108;8.1
SMA;201109;7.0
SMA;201110;8.7
SMA;201111;3.9
SMA;201112;12.6
SMA;201201;13.5
SMA;201202;7.5
SMA;201203;6.8
SMA;201204;8.8
SMA;201205;7.7
SMA;201206;-
SMA;201207;7.3
SMA;201208;5.4
SMA;201209;6.5
SMA;201210;7.5
SMA;201211;7.5
SMA;201212;9.8
SMA;201301;9.9
SMA;201302;12.0
SMA;201303;6.6
SMA;201304;7.6
SMA;201305;7.1
SMA;201306;8.1
SMA;201307;6.2
SMA;201308;5.8
SMA;201309;9.3
SMA;201310;9.2
SMA;201311;10.3
SMA;201312;8.2
SMA;201401;7.6
SMA;201402;9.0
SMA;201403;7.5
SMA;201404;6.9
SMA;201405;10.0
SMA;201406;6.4
SMA;201407;7.2
SMA;201408;11.0
SMA;201409;5.0
SMA;201410;10.6
SMA;201411;5.8
SMA;201412;8.6
SMA;201501;11.7
SMA;201502;7.0
SMA;201503;14.3
SMA;201504;10.2
SMA;201505;7.4
SMA;201506;6.1
SMA;201507;9.3
SMA;201508;6.0
SMA;201509;8.3
SMA;201510;5.0
SMA;201511;13.1
SMA;201512;10.2
SMA;201601;11.3
SMA;201602;12.2
SMA;201603;8.7
SMA;201604;7.8
SMA;201605;6.6
SMA;201606;5.9
SMA;201607;7.9
SMA;201608;5.4
SMA;201609;5.8
SMA;201610;-
SMA;201611;9.9
SMA;201612;6.0
SMA;201701;9.4
SMA;201702;13.1
SMA;201703;9.6
SMA;201704;6.1
SMA;201705;6.2
SMA;201706;9.2
SMA;201707;6.8
SMA;201708;6.9
SMA;201709;9.9
SMA;201710;7.5
SMA;201711;10.8
SMA;201712;13.2
SMA;201801;14.2
SMA;201802;8.1
SMA;201803;8.8
SMA;201804;7.9
SMA;201805;5.4
SMA;201806;6.0
SMA;201807;5.8
SMA;201808;7.5
SMA;201809;10.9
SMA;201810;7.0
SMA;201811;4.9
SMA;201812;12.1
SMA;201901;10.1
SMA;201902;11.3
SMA;201903;12.2
SMA;201904;10.0
SMA;201905;9.6
SMA;201906;6.6
SMA;201907;8.1
SMA;201908;5.5
SMA;201909;9.8
SMA;201910;6.7
SMA;201911;9.3
SMA;201912;12.7
SMA;202001;10.8
SMA;202002;16.4
SMA;202003;13.8
SMA;202004;6.8
SMA;202005;7.0
SMA;202006;7.9
SMA;202007;6.3
SMA;202008;8.5
SMA;202009;9.3
SMA;202010;8.3
SMA;202011;7.9
SMA;202012;9.9
SMA;202101;10.1
SMA;202102;8.8
SMA;202103;12.3
SMA;202104;8.6
SMA;202105;10.3
SMA;202106;5.9
SMA;202107;5.4
SMA;202108;5.3
SMA;202109;5.4
SMA;202110;11.6
SMA;202111;8.9
SMA;202112;9.5
SMA;202201;9.5
SMA;202202;14.8
SMA;202203;6.0
SMA;202204;14.0
SMA;202205;7.0
SMA;202206;7.2
SMA;202207;5.5
SMA;202208;5.3
SMA;202209;7.7
SMA;202210;9.3
SMA;202211;8.3
SMA;202212;9.9
SMA;202301;10.0

